Caller,Strategy,Description,TotalTrades,WinRate,FinalPortfolio,TotalReturn,MaxDrawdown,AvgPnlPerTrade
Croz,Dip_10pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 10% drop, re-enter when price rebounds to alert level, hold 6h",10,10.00,81.94,-18.06,18.06,-18.06
Croz,Dip_20pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 20% drop, re-enter when price rebounds to alert level, hold 6h",8,0.00,83.36,-16.64,16.64,-20.80
Croz,Dip_40pctDrop_ReboundToMinus30pct_24h,"Buy dip: Wait for 40% drop, re-enter when price rebounds to -30% of alert, hold 24h",8,12.50,87.99,-12.01,12.01,-15.01
Croz,Dip_30pctDrop_ReboundToMinus10pct_6h,"Buy dip: Wait for 30% drop, re-enter when price rebounds to -10% of alert, hold 6h",7,0.00,85.44,-14.56,14.56,-20.80
Croz,MultiTrade_10pctTrail_50pctDropRebound_24h,"Multi-trade: 10% trailing stop, re-enter after 50% drop from peak + 20% rebound",19,57.89,237.68,137.68,1.27,72.46
Croz,MultiTrade_15pctTrail_50pctDropRebound_24h,"Multi-trade: 15% trailing stop, re-enter after 50% drop from peak + 20% rebound",16,50.00,223.98,123.98,1.44,77.49
Croz,MultiTrade_20pctTrail_50pctDropRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 50% drop from peak + 20% rebound",18,55.56,210.87,110.87,1.76,61.59
Croz,MultiTrade_25pctTrail_50pctDropRebound_24h,"Multi-trade: 25% trailing stop, re-enter after 50% drop from peak + 20% rebound",11,18.18,194.67,94.67,1.92,86.06
Croz,MultiTrade_30pctTrail_50pctDropRebound_24h,"Multi-trade: 30% trailing stop, re-enter after 50% drop from peak + 20% rebound",11,18.18,184.32,84.32,3.09,76.65
Croz,MultiTrade_35pctTrail_50pctDropRebound_24h,"Multi-trade: 35% trailing stop, re-enter after 50% drop from peak + 20% rebound",13,30.77,174.93,74.93,4.22,57.64
Croz,MultiTrade_40pctTrail_50pctDropRebound_24h,"Multi-trade: 40% trailing stop, re-enter after 50% drop from peak + 20% rebound",13,30.77,161.61,61.61,7.98,47.39
Croz,MultiTrade_20pctTrail_40pctDrop15pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 40% drop from peak + 15% rebound",10,50.00,207.76,107.76,1.13,107.76
Croz,MultiTrade_20pctTrail_60pctDrop25pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 60% drop from peak + 25% rebound",10,50.00,207.76,107.76,1.13,107.76
Croz,MultiTrade_20pctTrail_45pctDrop18pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 45% drop from peak + 18% rebound",10,50.00,207.76,107.76,1.13,107.76
Croz,MultiTrade_15pctTrail_RSI_MACD_24h,"Multi-trade: 15% trailing stop, re-enter using RSI/MACD signals",14,28.57,213.26,113.26,1.51,80.90
Croz,MultiTrade_20pctTrail_RSI_MACD_24h,"Multi-trade: 20% trailing stop, re-enter using RSI/MACD signals",15,33.33,201.12,101.12,2.95,67.41
Croz,MultiTrade_25pctTrail_RSI_MACD_24h,"Multi-trade: 25% trailing stop, re-enter using RSI/MACD signals",12,16.67,192.78,92.78,2.54,77.32
Croz,MultiTrade_30pctTrail_RSI_MACD_24h,"Multi-trade: 30% trailing stop, re-enter using RSI/MACD signals",12,16.67,182.55,82.55,4.02,68.79
Croz,MultiTrade_15pctTrail_MA_24h,"Multi-trade: 15% trailing stop, re-enter using MA crossovers",15,33.33,213.73,113.73,1.54,75.82
Croz,MultiTrade_20pctTrail_MA_24h,"Multi-trade: 20% trailing stop, re-enter using MA crossovers",15,33.33,201.72,101.72,2.16,67.81
Croz,MultiTrade_25pctTrail_MA_24h,"Multi-trade: 25% trailing stop, re-enter using MA crossovers",12,16.67,191.84,91.84,2.84,76.53
Croz,MultiTrade_30pctTrail_MA_24h,"Multi-trade: 30% trailing stop, re-enter using MA crossovers",12,16.67,182.63,82.63,3.77,68.86
Croz,Ichimoku_5m_TenkanKijunCross_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross on 5m, 20% trailing stop, 20% loss cap",10,10.00,90.83,-9.17,9.17,-9.17
Croz,Ichimoku_5m_CloudCross_20pctTrail_24h,"Delayed entry: Ichimoku cloud cross on 5m, 20% trailing stop, 20% loss cap",10,0.00,88.14,-11.86,11.86,-11.86
Croz,PriceBreakout_5pct_20pctTrail_24h,"Delayed entry: 5% price breakout above alert, 20% trailing stop, 20% loss cap",6,0.00,90.56,-9.44,9.44,-15.74
Croz,PriceBreakout_10pct_20pctTrail_24h,"Delayed entry: 10% price breakout above alert, 20% trailing stop, 20% loss cap",6,16.67,93.30,-6.70,6.70,-11.17
Croz,Ichimoku_5m_MACD_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MACD bullish on 5m, 20% trailing stop",10,10.00,93.31,-6.69,8.22,-6.69
Croz,Ichimoku_5m_MA_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MA golden cross on 5m, 20% trailing stop",5,20.00,92.06,-7.94,7.94,-15.88
Croz,RSI_Oversold_5m_20pctTrail_24h,"Delayed entry: RSI oversold bounce on 5m, 20% trailing stop, 20% loss cap",9,0.00,85.62,-14.38,14.38,-15.98
Croz,MACD_Cross_5m_20pctTrail_24h,"Delayed entry: MACD bullish crossover on 5m, 20% trailing stop, 20% loss cap",10,0.00,85.65,-14.35,14.35,-14.35
Croz,MA_GoldenCross_5m_20pctTrail_24h,"Delayed entry: MA golden cross (EMA9 > EMA20) on 5m, 20% trailing stop, 20% loss cap",11,9.09,82.33,-17.67,17.67,-16.06
Croz,Ichimoku_5m_TenkanKijun_10pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 10% trailing stop, 20% loss cap",10,30.00,96.37,-3.63,3.63,-3.63
Croz,Ichimoku_5m_TenkanKijun_15pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 15% trailing stop, 20% loss cap",10,10.00,93.19,-6.81,6.81,-6.81
Croz,Ichimoku_5m_TenkanKijun_25pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 25% trailing stop, 20% loss cap",10,10.00,88.18,-11.82,11.94,-11.82
Croz,Ichimoku_5m_TenkanKijun_30pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 30% trailing stop, 20% loss cap",10,20.00,89.85,-10.15,10.15,-10.15
Croz,Ichimoku_5m_TenkanKijun_35pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 35% trailing stop, 20% loss cap",10,10.00,86.39,-13.61,13.61,-13.61
Croz,Ichimoku_5m_TenkanKijun_40pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 40% trailing stop, 20% loss cap",10,20.00,89.68,-10.32,12.72,-10.32
Croz,Ichimoku_5m_TenkanKijun_DynamicTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, dynamic trailing stop (50% @ 2x, 40% @ 3x, 30% @ 4x, 25% @ 5x, 20% @ 6x, 15% @ 8x, 10% @ 10x)",10,10.00,86.27,-13.73,13.93,-13.73
Croz,PriceBreakout_5pct_DynamicTrail_24h,"5% price breakout, dynamic trailing stop",6,0.00,87.52,-12.48,12.48,-20.80
Croz,Ichimoku_5m_MACD_DynamicTrail_24h,"Ichimoku + MACD on 5m, dynamic trailing stop",10,10.00,86.27,-13.73,13.93,-13.73
Croz,MultiTrade_DynamicTrail_50pctDropRebound_24h,"Multi-trade: 50% drop + 20% rebound re-entry, dynamic trailing stop",10,10.00,204.71,104.71,7.00,104.71
davinch,Basic_6h_10pctSL_10pctClamp,"Hold 6h, 10% SL, 10% loss clamp",9,0.00,81.69,-18.31,18.31,-10.17
davinch,Basic_6h_20pctSL_20pctClamp,"Hold 6h, 20% SL, 20% loss clamp",9,0.00,84.91,-15.09,15.09,-16.77
davinch,Basic_6h_20pctSL_30pctClamp,"Hold 6h, 20% SL, 30% loss clamp",9,0.00,89.94,-10.06,10.06,-16.77
davinch,TP_6h_20pctSL_50pctTP,"Hold 6h, 20% SL, 50% TP",9,22.22,98.77,-1.23,6.68,-1.37
davinch,TP_6h_20pctSL_100pctTP,"Hold 6h, 20% SL, 100% TP",9,11.11,96.79,-3.21,6.47,-3.57
davinch,TP_24h_20pctSL_200pctTP,"Hold 24h, 20% SL, 200% TP",9,22.22,87.60,-12.40,13.33,-13.78
davinch,Trailing_6h_20pctSL_25pctTrail_50pctActivate,"Hold 6h, 20% SL, 25% trailing stop (activates at 50% gain)",9,33.33,99.51,-0.49,4.57,-0.55
davinch,Trailing_24h_20pctSL_30pctTrail_100pctActivate,"Hold 24h, 20% SL, 30% trailing stop (activates at 100% gain)",9,33.33,95.13,-4.87,6.16,-5.41
davinch,Dip_10pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 10% drop, re-enter when price rebounds to alert level, hold 6h",6,0.00,87.52,-12.48,12.48,-20.80
davinch,Dip_20pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 20% drop, re-enter when price rebounds to alert level, hold 6h",4,0.00,91.68,-8.32,8.32,-20.80
davinch,Dip_40pctDrop_ReboundToMinus30pct_24h,"Buy dip: Wait for 40% drop, re-enter when price rebounds to -30% of alert, hold 24h",5,0.00,89.60,-10.40,10.40,-20.80
davinch,Dip_30pctDrop_ReboundToMinus10pct_6h,"Buy dip: Wait for 30% drop, re-enter when price rebounds to -10% of alert, hold 6h",5,0.00,89.60,-10.40,10.40,-20.80
davinch,MultiTrade_10pctTrail_50pctDropRebound_24h,"Multi-trade: 10% trailing stop, re-enter after 50% drop from peak + 20% rebound",17,58.82,134.91,34.91,1.07,20.54
davinch,MultiTrade_15pctTrail_50pctDropRebound_24h,"Multi-trade: 15% trailing stop, re-enter after 50% drop from peak + 20% rebound",16,62.50,125.84,25.84,2.84,16.15
davinch,MultiTrade_20pctTrail_50pctDropRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 50% drop from peak + 20% rebound",15,60.00,121.19,21.19,2.41,14.13
davinch,MultiTrade_25pctTrail_50pctDropRebound_24h,"Multi-trade: 25% trailing stop, re-enter after 50% drop from peak + 20% rebound",13,53.85,111.88,11.88,3.50,9.14
davinch,MultiTrade_30pctTrail_50pctDropRebound_24h,"Multi-trade: 30% trailing stop, re-enter after 50% drop from peak + 20% rebound",13,53.85,105.54,5.54,5.32,4.26
davinch,MultiTrade_35pctTrail_50pctDropRebound_24h,"Multi-trade: 35% trailing stop, re-enter after 50% drop from peak + 20% rebound",14,50.00,101.06,1.06,5.79,0.76
davinch,MultiTrade_40pctTrail_50pctDropRebound_24h,"Multi-trade: 40% trailing stop, re-enter after 50% drop from peak + 20% rebound",14,57.14,98.71,-1.29,6.77,-0.92
davinch,MultiTrade_20pctTrail_40pctDrop15pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 40% drop from peak + 15% rebound",9,55.56,104.32,4.32,2.78,4.80
davinch,MultiTrade_20pctTrail_60pctDrop25pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 60% drop from peak + 25% rebound",9,55.56,104.32,4.32,2.78,4.80
davinch,MultiTrade_20pctTrail_45pctDrop18pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 45% drop from peak + 18% rebound",9,55.56,104.32,4.32,2.78,4.80
davinch,MultiTrade_15pctTrail_RSI_MACD_24h,"Multi-trade: 15% trailing stop, re-enter using RSI/MACD signals",16,50.00,102.43,2.43,4.17,1.52
davinch,MultiTrade_20pctTrail_RSI_MACD_24h,"Multi-trade: 20% trailing stop, re-enter using RSI/MACD signals",15,46.67,100.42,0.42,4.34,0.28
davinch,MultiTrade_25pctTrail_RSI_MACD_24h,"Multi-trade: 25% trailing stop, re-enter using RSI/MACD signals",13,38.46,95.10,-4.90,7.24,-3.77
davinch,MultiTrade_30pctTrail_RSI_MACD_24h,"Multi-trade: 30% trailing stop, re-enter using RSI/MACD signals",13,46.15,93.92,-6.08,7.08,-4.68
davinch,MultiTrade_15pctTrail_MA_24h,"Multi-trade: 15% trailing stop, re-enter using MA crossovers",16,50.00,101.87,1.87,3.49,1.17
davinch,MultiTrade_20pctTrail_MA_24h,"Multi-trade: 20% trailing stop, re-enter using MA crossovers",14,42.86,99.09,-0.91,5.62,-0.65
davinch,MultiTrade_25pctTrail_MA_24h,"Multi-trade: 25% trailing stop, re-enter using MA crossovers",12,33.33,95.77,-4.23,6.03,-3.53
davinch,MultiTrade_30pctTrail_MA_24h,"Multi-trade: 30% trailing stop, re-enter using MA crossovers",12,41.67,94.45,-5.55,6.55,-4.62
davinch,Ichimoku_5m_TenkanKijunCross_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross on 5m, 20% trailing stop, 20% loss cap",9,22.22,94.22,-5.78,6.40,-6.42
davinch,Ichimoku_5m_CloudCross_20pctTrail_24h,"Delayed entry: Ichimoku cloud cross on 5m, 20% trailing stop, 20% loss cap",9,33.33,92.55,-7.45,8.43,-8.28
davinch,PriceBreakout_5pct_20pctTrail_24h,"Delayed entry: 5% price breakout above alert, 20% trailing stop, 20% loss cap",3,0.00,97.57,-2.43,2.43,-8.08
davinch,PriceBreakout_10pct_20pctTrail_24h,"Delayed entry: 10% price breakout above alert, 20% trailing stop, 20% loss cap",3,0.00,97.57,-2.43,2.43,-8.08
davinch,Ichimoku_5m_MACD_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MACD bullish on 5m, 20% trailing stop",9,44.44,96.34,-3.66,4.29,-4.06
davinch,Ichimoku_5m_MA_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MA golden cross on 5m, 20% trailing stop",9,44.44,95.93,-4.07,4.98,-4.52
davinch,RSI_Oversold_5m_20pctTrail_24h,"Delayed entry: RSI oversold bounce on 5m, 20% trailing stop, 20% loss cap",9,22.22,94.48,-5.52,6.85,-6.13
davinch,MACD_Cross_5m_20pctTrail_24h,"Delayed entry: MACD bullish crossover on 5m, 20% trailing stop, 20% loss cap",9,22.22,89.17,-10.83,11.41,-12.03
davinch,MA_GoldenCross_5m_20pctTrail_24h,"Delayed entry: MA golden cross (EMA9 > EMA20) on 5m, 20% trailing stop, 20% loss cap",10,20.00,89.49,-10.51,11.51,-10.51
davinch,Ichimoku_5m_TenkanKijun_10pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 10% trailing stop, 20% loss cap",9,22.22,97.71,-2.29,2.67,-2.54
davinch,Ichimoku_5m_TenkanKijun_15pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 15% trailing stop, 20% loss cap",9,22.22,96.40,-3.60,3.63,-4.00
davinch,Ichimoku_5m_TenkanKijun_25pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 25% trailing stop, 20% loss cap",9,22.22,91.16,-8.84,9.43,-9.82
davinch,Ichimoku_5m_TenkanKijun_30pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 30% trailing stop, 20% loss cap",9,22.22,87.52,-12.48,13.05,-13.87
davinch,Ichimoku_5m_TenkanKijun_35pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 35% trailing stop, 20% loss cap",9,11.11,84.37,-15.63,16.18,-17.37
davinch,Ichimoku_5m_TenkanKijun_40pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 40% trailing stop, 20% loss cap",9,22.22,85.94,-14.06,14.62,-15.62
davinch,Ichimoku_5m_TenkanKijun_DynamicTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, dynamic trailing stop (50% @ 2x, 40% @ 3x, 30% @ 4x, 25% @ 5x, 20% @ 6x, 15% @ 8x, 10% @ 10x)",9,22.22,87.45,-12.55,13.12,-13.94
davinch,PriceBreakout_5pct_DynamicTrail_24h,"5% price breakout, dynamic trailing stop",3,33.33,96.32,-3.68,3.68,-12.27
davinch,Ichimoku_5m_MACD_DynamicTrail_24h,"Ichimoku + MACD on 5m, dynamic trailing stop",9,22.22,87.45,-12.55,13.12,-13.94
davinch,MultiTrade_DynamicTrail_50pctDropRebound_24h,"Multi-trade: 50% drop + 20% rebound re-entry, dynamic trailing stop",10,30.00,89.29,-10.71,11.66,-10.71
Cobalt,Basic_6h_10pctSL_10pctClamp,"Hold 6h, 10% SL, 10% loss clamp",5,0.00,89.10,-10.90,10.90,-10.90
Cobalt,Basic_6h_20pctSL_20pctClamp,"Hold 6h, 20% SL, 20% loss clamp",5,0.00,89.60,-10.40,10.40,-20.80
Cobalt,Basic_6h_20pctSL_30pctClamp,"Hold 6h, 20% SL, 30% loss clamp",5,0.00,93.07,-6.93,6.93,-20.80
Cobalt,TP_6h_20pctSL_50pctTP,"Hold 6h, 20% SL, 50% TP",5,20.00,96.53,-3.47,4.13,-6.94
Cobalt,TP_6h_20pctSL_100pctTP,"Hold 6h, 20% SL, 100% TP",5,0.00,89.60,-10.40,10.40,-20.80
Cobalt,TP_24h_20pctSL_200pctTP,"Hold 24h, 20% SL, 200% TP",5,0.00,89.60,-10.40,10.40,-20.80
Cobalt,Trailing_6h_20pctSL_25pctTrail_50pctActivate,"Hold 6h, 20% SL, 25% trailing stop (activates at 50% gain)",5,40.00,98.89,-1.11,4.90,-2.23
Cobalt,Trailing_24h_20pctSL_30pctTrail_100pctActivate,"Hold 24h, 20% SL, 30% trailing stop (activates at 100% gain)",5,0.00,89.60,-10.40,10.40,-20.80
Cobalt,Dip_10pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 10% drop, re-enter when price rebounds to alert level, hold 6h",5,0.00,89.60,-10.40,10.40,-20.80
Cobalt,Dip_20pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 20% drop, re-enter when price rebounds to alert level, hold 6h",4,0.00,91.68,-8.32,8.32,-20.80
Cobalt,Dip_40pctDrop_ReboundToMinus30pct_24h,"Buy dip: Wait for 40% drop, re-enter when price rebounds to -30% of alert, hold 24h",4,0.00,91.68,-8.32,8.32,-20.80
Cobalt,Dip_30pctDrop_ReboundToMinus10pct_6h,"Buy dip: Wait for 30% drop, re-enter when price rebounds to -10% of alert, hold 6h",3,0.00,93.76,-6.24,6.24,-20.80
Cobalt,MultiTrade_10pctTrail_50pctDropRebound_24h,"Multi-trade: 10% trailing stop, re-enter after 50% drop from peak + 20% rebound",14,71.43,124.99,24.99,0.87,17.85
Cobalt,MultiTrade_15pctTrail_50pctDropRebound_24h,"Multi-trade: 15% trailing stop, re-enter after 50% drop from peak + 20% rebound",8,50.00,116.91,16.91,1.87,21.14
Cobalt,MultiTrade_20pctTrail_50pctDropRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 50% drop from peak + 20% rebound",8,50.00,111.21,11.21,3.97,14.01
Cobalt,MultiTrade_25pctTrail_50pctDropRebound_24h,"Multi-trade: 25% trailing stop, re-enter after 50% drop from peak + 20% rebound",9,55.56,107.88,7.88,3.96,8.75
Cobalt,MultiTrade_30pctTrail_50pctDropRebound_24h,"Multi-trade: 30% trailing stop, re-enter after 50% drop from peak + 20% rebound",9,55.56,101.67,1.67,6.89,1.85
Cobalt,MultiTrade_35pctTrail_50pctDropRebound_24h,"Multi-trade: 35% trailing stop, re-enter after 50% drop from peak + 20% rebound",8,37.50,97.77,-2.23,7.43,-2.79
Cobalt,MultiTrade_40pctTrail_50pctDropRebound_24h,"Multi-trade: 40% trailing stop, re-enter after 50% drop from peak + 20% rebound",8,37.50,92.39,-7.61,9.32,-9.51
Cobalt,MultiTrade_20pctTrail_40pctDrop15pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 40% drop from peak + 15% rebound",5,20.00,100.29,0.29,4.40,0.58
Cobalt,MultiTrade_20pctTrail_60pctDrop25pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 60% drop from peak + 25% rebound",5,20.00,100.29,0.29,4.40,0.58
Cobalt,MultiTrade_20pctTrail_45pctDrop18pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 45% drop from peak + 18% rebound",5,20.00,100.29,0.29,4.40,0.58
Cobalt,MultiTrade_15pctTrail_RSI_MACD_24h,"Multi-trade: 15% trailing stop, re-enter using RSI/MACD signals",6,16.67,102.36,2.36,2.12,3.93
Cobalt,MultiTrade_20pctTrail_RSI_MACD_24h,"Multi-trade: 20% trailing stop, re-enter using RSI/MACD signals",6,16.67,98.69,-1.31,4.40,-2.18
Cobalt,MultiTrade_25pctTrail_RSI_MACD_24h,"Multi-trade: 25% trailing stop, re-enter using RSI/MACD signals",7,28.57,96.18,-3.82,5.49,-5.46
Cobalt,MultiTrade_30pctTrail_RSI_MACD_24h,"Multi-trade: 30% trailing stop, re-enter using RSI/MACD signals",7,28.57,92.61,-7.39,7.61,-10.56
Cobalt,MultiTrade_15pctTrail_MA_24h,"Multi-trade: 15% trailing stop, re-enter using MA crossovers",6,16.67,101.85,1.85,2.12,3.08
Cobalt,MultiTrade_20pctTrail_MA_24h,"Multi-trade: 20% trailing stop, re-enter using MA crossovers",6,16.67,98.21,-1.79,4.40,-2.98
Cobalt,MultiTrade_25pctTrail_MA_24h,"Multi-trade: 25% trailing stop, re-enter using MA crossovers",7,28.57,96.28,-3.72,4.94,-5.32
Cobalt,MultiTrade_30pctTrail_MA_24h,"Multi-trade: 30% trailing stop, re-enter using MA crossovers",7,28.57,92.17,-7.83,7.83,-11.18
Cobalt,Ichimoku_5m_TenkanKijunCross_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross on 5m, 20% trailing stop, 20% loss cap",5,40.00,105.50,5.50,2.96,11.00
Cobalt,Ichimoku_5m_CloudCross_20pctTrail_24h,"Delayed entry: Ichimoku cloud cross on 5m, 20% trailing stop, 20% loss cap",5,20.00,99.88,-0.12,5.97,-0.25
Cobalt,PriceBreakout_5pct_20pctTrail_24h,"Delayed entry: 5% price breakout above alert, 20% trailing stop, 20% loss cap",4,50.00,102.55,2.55,2.25,6.38
Cobalt,PriceBreakout_10pct_20pctTrail_24h,"Delayed entry: 10% price breakout above alert, 20% trailing stop, 20% loss cap",4,50.00,101.51,1.51,2.67,3.79
Cobalt,Ichimoku_5m_MACD_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MACD bullish on 5m, 20% trailing stop",5,40.00,105.50,5.50,2.96,11.00
Cobalt,Ichimoku_5m_MA_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MA golden cross on 5m, 20% trailing stop",7,42.86,97.68,-2.32,4.54,-3.32
Cobalt,RSI_Oversold_5m_20pctTrail_24h,"Delayed entry: RSI oversold bounce on 5m, 20% trailing stop, 20% loss cap",5,40.00,99.39,-0.61,2.95,-1.22
Cobalt,MACD_Cross_5m_20pctTrail_24h,"Delayed entry: MACD bullish crossover on 5m, 20% trailing stop, 20% loss cap",5,40.00,103.03,3.03,4.23,6.05
Cobalt,MA_GoldenCross_5m_20pctTrail_24h,"Delayed entry: MA golden cross (EMA9 > EMA20) on 5m, 20% trailing stop, 20% loss cap",7,28.57,99.01,-0.99,6.81,-1.41
Cobalt,Ichimoku_5m_TenkanKijun_10pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 10% trailing stop, 20% loss cap",5,60.00,105.45,5.45,0.52,10.89
Cobalt,Ichimoku_5m_TenkanKijun_15pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 15% trailing stop, 20% loss cap",5,60.00,102.37,2.37,1.59,4.73
Cobalt,Ichimoku_5m_TenkanKijun_25pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 25% trailing stop, 20% loss cap",5,40.00,102.03,2.03,4.57,4.07
Cobalt,Ichimoku_5m_TenkanKijun_30pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 30% trailing stop, 20% loss cap",5,40.00,109.10,9.10,5.27,18.21
Cobalt,Ichimoku_5m_TenkanKijun_35pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 35% trailing stop, 20% loss cap",5,20.00,112.77,12.77,6.38,25.54
Cobalt,Ichimoku_5m_TenkanKijun_40pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 40% trailing stop, 20% loss cap",5,20.00,110.66,10.66,6.31,21.31
Cobalt,Ichimoku_5m_TenkanKijun_DynamicTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, dynamic trailing stop (50% @ 2x, 40% @ 3x, 30% @ 4x, 25% @ 5x, 20% @ 6x, 15% @ 8x, 10% @ 10x)",5,20.00,113.88,13.88,7.26,27.75
Cobalt,PriceBreakout_5pct_DynamicTrail_24h,"5% price breakout, dynamic trailing stop",4,25.00,105.48,5.48,6.33,13.69
Cobalt,Ichimoku_5m_MACD_DynamicTrail_24h,"Ichimoku + MACD on 5m, dynamic trailing stop",5,20.00,113.88,13.88,7.26,27.75
Cobalt,MultiTrade_DynamicTrail_50pctDropRebound_24h,"Multi-trade: 50% drop + 20% rebound re-entry, dynamic trailing stop",5,0.00,90.51,-9.49,9.49,-18.98
TY/ACC,Basic_6h_10pctSL_10pctClamp,"Hold 6h, 10% SL, 10% loss clamp",13,7.69,74.89,-25.11,25.88,-9.66
TY/ACC,Basic_6h_20pctSL_20pctClamp,"Hold 6h, 20% SL, 20% loss clamp",13,15.38,182.25,82.25,10.24,63.27
TY/ACC,Basic_6h_20pctSL_30pctClamp,"Hold 6h, 20% SL, 30% loss clamp",13,15.38,154.83,54.83,8.22,63.27
TY/ACC,TP_6h_20pctSL_50pctTP,"Hold 6h, 20% SL, 50% TP",13,23.08,89.43,-10.57,13.43,-8.13
TY/ACC,TP_6h_20pctSL_100pctTP,"Hold 6h, 20% SL, 100% TP",13,15.38,87.45,-12.55,19.21,-9.66
TY/ACC,TP_24h_20pctSL_200pctTP,"Hold 24h, 20% SL, 200% TP",13,15.38,97.16,-2.84,17.63,-2.19
TY/ACC,Trailing_6h_20pctSL_25pctTrail_50pctActivate,"Hold 6h, 20% SL, 25% trailing stop (activates at 50% gain)",13,30.77,89.19,-10.81,11.28,-8.32
TY/ACC,Trailing_24h_20pctSL_30pctTrail_100pctActivate,"Hold 24h, 20% SL, 30% trailing stop (activates at 100% gain)",13,15.38,92.58,-7.42,18.34,-5.70
TY/ACC,Dip_10pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 10% drop, re-enter when price rebounds to alert level, hold 6h",10,10.00,185.88,85.88,8.22,85.88
TY/ACC,Dip_20pctDrop_ReboundToAlert_6h,"Buy dip: Wait for 20% drop, re-enter when price rebounds to alert level, hold 6h",9,0.00,81.28,-18.72,18.72,-20.80
TY/ACC,Dip_40pctDrop_ReboundToMinus30pct_24h,"Buy dip: Wait for 40% drop, re-enter when price rebounds to -30% of alert, hold 24h",9,0.00,81.28,-18.72,18.72,-20.80
TY/ACC,Dip_30pctDrop_ReboundToMinus10pct_6h,"Buy dip: Wait for 30% drop, re-enter when price rebounds to -10% of alert, hold 6h",9,0.00,81.28,-18.72,18.72,-20.80
TY/ACC,MultiTrade_10pctTrail_50pctDropRebound_24h,"Multi-trade: 10% trailing stop, re-enter after 50% drop from peak + 20% rebound",27,66.67,153.65,53.65,1.44,19.87
TY/ACC,MultiTrade_15pctTrail_50pctDropRebound_24h,"Multi-trade: 15% trailing stop, re-enter after 50% drop from peak + 20% rebound",24,58.33,140.49,40.49,1.45,16.87
TY/ACC,MultiTrade_20pctTrail_50pctDropRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 50% drop from peak + 20% rebound",25,56.00,125.77,25.77,4.45,10.31
TY/ACC,MultiTrade_25pctTrail_50pctDropRebound_24h,"Multi-trade: 25% trailing stop, re-enter after 50% drop from peak + 20% rebound",19,36.84,96.68,-3.32,9.51,-1.75
TY/ACC,MultiTrade_30pctTrail_50pctDropRebound_24h,"Multi-trade: 30% trailing stop, re-enter after 50% drop from peak + 20% rebound",17,29.41,91.15,-8.85,10.64,-5.21
